name,minPlanTime,maxPlanTime,shortConTimeDriver,shortConTimeVehicle,maxDrivingTime,maxWorkingTime,nbCities,nbTrips,maxPercentCombine,timeWindowRange,nbNodes,nbArcs,maxNbDriverAvailable,maxNbVehicleAvailable,lb,ub,gap(%),totalCost,totalFixedCost,fixedCostForDrivers,fixedCostForVehicles,totalIdleTimeCost,idleTimeCostForDrivers,idleTimeCostForVehicles,changeOverCost,nbDrivers,nbVehicles,elapsedTime(sec),
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow4;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.0,40,56,466,9,9,719145.0,719145.0,0.0,751145.0,732000.0,32000.0,700000.0,19145.0,845.0,18300.0,0.0,8,7,0.004,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow5;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.0,50,56,475,9,9,717775.0,717775.0,0.0,749775.0,732000.0,32000.0,700000.0,17775.0,775.0,17000.0,0.0,8,7,0.003,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow6;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.0,60,56,485,9,9,616245.0,616245.0,0.0,648245.0,632000.0,32000.0,600000.0,16245.0,645.0,15600.0,0.0,8,6,0.003,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow0;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.25,0,56,441,10,10,838820.0,838820.0,0.0,875000.0,836000.0,36000.0,800000.0,38580.0,1680.0,36900.0,420.0,9,8,0.007,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow1;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.25,10,56,449,10,10,836220.0,836220.0,0.0,872430.0,836000.0,36000.0,800000.0,35950.0,1550.0,34400.0,480.0,9,8,0.02,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow2;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.25,20,56,458,10,10,835475.0,835475.0,0.0,867685.0,832000.0,32000.0,800000.0,35175.0,1575.0,33600.0,510.0,8,8,0.027,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow3;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.25,30,56,466,10,10,832870.0,832870.0,0.0,864960.0,832000.0,32000.0,800000.0,32540.0,1340.0,31200.0,420.0,8,8,0.016,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow4;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.25,40,56,472,10,10,833375.0,833375.0,0.0,865525.0,832000.0,32000.0,800000.0,33105.0,1405.0,31700.0,420.0,8,8,0.024,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow5;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.25,50,56,476,10,10,0.0,2.147483647E9,100.0,0,0,0,0,0,0,0,0,0,0,0.003,
nbCities:3; nbDepots:2; size:90 90;nbTrips:50;nbCombinedTrips6;maxFolderTimeSlotAsTimeWindow6;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,50,0.25,60,56,485,10,10,732835.0,732835.0,0.0,764985.0,732000.0,32000.0,700000.0,32565.0,1465.0,31100.0,420.0,8,7,0.007,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow0;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.0,0,86,1035,13,13,1146200.0,1146200.0,0.0,1194200.0,1148000.0,48000.0,1100000.0,46140.0,2140.0,44000.0,60.0,12,11,0.013,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow1;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.0,10,86,1055,13,13,1043195.0,1043195.0,0.0,1091195.0,1048000.0,48000.0,1000000.0,43195.0,1895.0,41300.0,0.0,12,10,0.01,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow2;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.0,20,86,1081,13,13,1038065.0,1038065.0,0.0,1082065.0,1044000.0,44000.0,1000000.0,37975.0,1775.0,36200.0,90.0,11,10,0.008,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow3;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.0,30,86,1108,13,13,1039170.0,1039170.0,0.0,1091170.0,1052000.0,52000.0,1000000.0,39050.0,1550.0,37500.0,120.0,13,10,0.007,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow4;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.0,40,86,1128,13,13,926115.0,926115.0,0.0,970115.0,944000.0,44000.0,900000.0,26115.0,1115.0,25000.0,0.0,11,9,0.004,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow5;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.0,50,86,1151,13,13,826005.0,826005.0,0.0,870005.0,844000.0,44000.0,800000.0,26005.0,1105.0,24900.0,0.0,11,8,0.005,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips0;maxFolderTimeSlotAsTimeWindow6;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.0,60,86,1180,13,13,1029140.0,1029140.0,0.0,1081140.0,1052000.0,52000.0,1000000.0,29080.0,1280.0,27800.0,60.0,13,10,0.006,
nbCities:3; nbDepots:2; size:90 90;nbTrips:80;nbCombinedTrips17;maxFolderTimeSlotAsTimeWindow0;planningHorizon:0-1440;maxDriving:540;maxWorking:720,15,720,20,20,540,720,3,80,0.25,0,86,1071,17,17,1570015.0,1570015.0,0.0,1626585.0,1556000.0,56000.0,1500000.0,69595.0,2495.0,67100.0,990.0,14,15,0.016,
